:ID,relationType,weight,confidence,mechanism,sign,cause_sequence,effect_sequence
causal/e6b744cd,enables,0.7,0.8,"The ominous sky conditions serve as a visual reference point for sailors, allowing them to navigate effectively.",+,174,176
causal/026410e2,causes,0.8,0.9,The visibility of the black objects leads sailors to identify the beacon for navigation.,+,175,176
causal/339bb071,aggravates,0.7,0.8,"The ominous appearance of the sky can heighten feelings of unease or fear, making the situation seem more threatening.",+,174,177
causal/ba71dbc6,enables,0.7,0.8,"The beacon provides guidance for sailors, while the gibbet serves as a landmark, enabling navigation.",+,176,178
causal/1977d93f,enables,0.7,0.8,"The beacon provides guidance, enabling the man to navigate despite his limp.",+,176,179
causal/3a5fd57b,enables,0.6,0.7,"The beacon provides guidance, allowing the sailors to navigate effectively, which may evoke imagery of a pirate's return.",+,176,180
causal/980d0c39,enables,0.7,0.8,"The presence of the gibbet and chains evokes the image of the pirate, enabling the imagination of the pirate coming to life.",+,178,180
causal/47f5875b,causes,0.8,0.9,"The presence of the ugly thing triggered a strong emotional reaction, leading to a feeling of distress.",+,177,181
causal/cd4cae59,causes,0.8,0.9,"The sight of the gibbet and its chains evokes fear and anxiety, leading to a strong emotional reaction.",+,178,181
causal/8c20a892,causes,0.8,0.85,"The vivid imagery of the pirate evokes a strong emotional response, leading to a feeling of fear or anxiety.",+,180,181
causal/fb001e72,enables,0.7,0.8,"The vivid imagery of the pirate brings attention to the cattle, enabling their reaction.",+,180,182
causal/a2962ff5,causes,0.7,0.8,The cattle's action of lifting their heads prompts the speaker's curiosity about their thoughts.,+,182,183
causal/9f84c67e,causes,0.8,0.85,The emotional shock from the thought triggered a search for the source of distress.,+,181,184
causal/05359878,aggravates,0.7,0.8,The thought of not seeing him intensified the emotional distress.,+,181,185
causal/14316eb2,causes,0.8,0.85,The act of looking for the young man induces fear due to the anticipation of encountering him.,+,184,186
causal/76bb8b6b,causes,0.8,0.9,"The act of looking for the young man instigated a sense of fear, prompting a hasty retreat home.",+,184,187
causal/6b454560,causes,0.8,0.9,Fear prompted the individual to flee quickly for safety.,+,186,187
causal/b91520e0,enables,0.7,0.8,"Running home without stopping may have contributed to her sense of accomplishment, enhancing her reputation.",+,187,189
causal/957b79d9,enables,0.7,0.8,"The age difference suggests that Mrs. Joe Gargery had time to build her reputation, which was facilitated by her maturity and experience.",+,188,189
causal/36744baa,causes,0.8,0.85,"The fear arises from the realization of the unconventional upbringing, which creates anxiety.",+,186,190
causal/98494839,causes,0.8,0.9,"Mrs. Joe Gargery's age and experience allowed her to raise the narrator, influencing his upbringing.",+,188,190
causal/c8e29b05,causes,0.8,0.85,Establishing a great reputation is a direct result of her upbringing methods.,+,189,190
causal/c6be888c,enables,0.7,0.8,A great reputation can lead to others perceiving her as strict or harsh.,+,189,192
causal/9e7d7001,causes,0.8,0.85,The upbringing by a strict and demanding parent leads to the perception of her as having a hard and heavy hand.,+,190,192
causal/2dd9d079,enables,0.7,0.8,A strong reputation may lead to increased expectations and responsibilities placed on her husband and others.,+,189,193
causal/b3910365,causes,0.7,0.8,"The upbringing by hand implies a strict or controlling environment, leading to habitual behavior in relationships.",+,190,193
causal/1121b293,enables,0.7,0.8,"Understanding the expression allows for its use in communication, influencing interactions with her husband and others.",+,191,193
causal/abee3eaf,causes,0.7,0.8,"The upbringing by hand implies a strict or controlling environment, leading to habitual behavior in relationships.",+,190,194
causal/fb3f3f73,causes,0.8,0.85,"A hard and heavy hand suggests a tendency to be harsh or abusive, leading to the habit of laying it upon others.",+,192,194
causal/a477f5dc,enables,0.7,0.8,Understanding the expression allows for reflection on upbringing.,+,191,195
causal/c14e5e2e,enables,0.7,0.8,The acknowledgment of her strictness suggests that her upbringing style allowed for the development of resilience in Joe and the narrator.,+,192,195
causal/96e509d2,enables,0.7,0.8,The habit of laying blame suggests a dynamic that fosters a shared upbringing experience.,+,194,195
causal/3a2588b1,causes,0.7,0.8,"The habit of blaming her husband suggests manipulation, leading to the impression that she coerced Joe into marriage.",+,194,197
causal/90b36cf1,enables,0.6,0.7,The upbringing by hand suggests a nurturing environment that may have influenced the dynamics of Joe's marriage.,+,195,197
causal/f19a0985,causes,0.7,0.8,The perception of her appearance leads to the assumption that she used manipulation to secure a marriage.,+,196,197
causal/631cfd8b,causes,0.8,0.85,Joe's fair nature and appearance contribute to his mild and good-natured personality.,+,198,200
causal/cfda38db,causes,0.7,0.6,"The description of Hercules implies a strong physical presence, which may lead to noticeable skin conditions like redness due to exertion or strain.",+,201,203
causal/eade87b8,causes,0.7,0.8,The description of Mrs. Joe's physical traits suggests a connection to her skin condition.,+,202,203
causal/ab9d6142,enables,0.7,0.6,The description of Hercules-like strength suggests physical attributes that could enable a tall and bony appearance.,+,201,205
causal/d635d056,causes,0.8,0.85,The description of Mrs. Joe's physical traits suggests a direct correlation to her being tall and bony.,+,202,205
causal/685008f9,enables,0.6,0.7,Her tall and bony stature allows her to wear a coarse apron comfortably.,+,205,206
causal/54e897bf,enables,0.7,0.8,"Her tall and bony figure allows for the fastening of loops, suggesting a fit.",+,205,207
causal/316bc971,enables,0.7,0.8,"The coarse apron is designed to be fastened, suggesting it is functional and serves to secure the garment.",+,206,207
causal/d21ea024,enables,0.7,0.8,"Her tall and bony stature allows for the presence of a square bib, suggesting a protective or defining feature.",+,205,208
causal/3e2b4c59,enables,0.7,0.8,"The coarse apron allows for the addition of a square bib, enhancing protection.",+,206,208
causal/aec9c492,enables,0.7,0.8,The fastening of the loops allows the bib to be securely positioned in front.,+,207,208
causal/83d0e555,causes,0.7,0.8,Wearing a coarse apron likely leads to it being filled with pins and needles due to the nature of the fabric and usage.,+,206,209
causal/9db1667e,enables,0.7,0.8,"Wearing a coarse apron suggests a hardworking nature, which contributes to her self-perception of merit.",+,206,210
causal/42042ca6,enables,0.7,0.8,"The fastening of the loops enhances her self-perception, allowing her to view it as a merit.",+,207,210
causal/47965353,enables,0.7,0.8,The presence of a strong defense (bib) allows her to feel empowered and confident.,+,208,210
causal/9185e591,enables,0.7,0.6,The discomfort from the pins and needles may motivate her to view her resilience as a personal merit.,+,209,210
causal/2c781e45,enables,0.7,0.8,The presence of a strong defense (bib) allows for a more assertive stance (reproach) against Joe.,+,208,211
causal/fc015492,causes,0.8,0.85,Her self-empowerment leads to a negative perception of Joe.,+,210,211
causal/b04403b0,enables,0.8,0.85,"Shared suffering fosters trust and openness, allowing for confidences.",+,220,221
causal/eb1a8aa5,enables,0.7,0.8,Shared suffering creates a bond that fosters mutual support and confidence.,+,220,222
causal/f0cb8814,enables,0.7,0.8,Having confidences allows Joe to share his confidence with others.,+,221,222
causal/5bc7e456,enables,0.7,0.8,"Shared suffering creates a bond that encourages action, such as opening the door.",+,220,223
causal/8de046dd,causes,0.8,0.9,"Raising the latch allows access to the room, enabling the action of peeping in.",+,223,224
causal/f3cd4dbf,enables,0.8,0.9,"Mrs. Joe's search for Pip with Tickler suggests her intent to discipline him, enabling potential punishment.",+,226,230
causal/4adddfba,enables,0.7,0.8,"Her being out allows Tickler to accompany her, suggesting a connection.",+,227,230
causal/623ded65,aggravates,0.7,0.8,"The presence of Tickler likely increases her distress, contributing to her depression.",+,230,232
causal/fc77b00f,causes,0.7,0.8,"The act of twisting the button indicates anxiety or restlessness, leading to feelings of depression.",+,231,232
causal/33ad32ed,aggravates,0.7,0.8,"The presence of Tickler likely increases her distress, leading to a deeper sense of depression.",+,230,233
causal/c659e679,causes,0.8,0.9,"Twisting the button leads to friction against the waistcoat, resulting in it being worn smooth.",+,231,235
causal/869abac8,causes,0.8,0.9,"The tickler, being a wax-ended cane, directly interacts with the frame, leading to wear from repeated contact.",+,234,235
causal/83c215e8,causes,0.7,0.8,"The act of looking at the fire during a moment of great depression prompts a response, leading to her getting up.",+,233,237
causal/f57a5f2f,causes,0.8,0.9,"Sitting down likely allowed her to reach for Tickler, indicating a direct action leading to the effect.",+,236,238
causal/27760111,causes,0.8,0.85,Joe's action of getting up prompts her to react by grabbing at Tickler.,+,237,238
causal/9a2ebe34,causes,0.8,0.75,Joe's action of getting up leads to her rampaging behavior.,+,237,239
causal/5f3f3c01,causes,0.8,0.75,"The action of grabbing at Tickler leads to a reaction, resulting in her rampaging.",+,238,239
causal/a0a782d5,enables,0.7,0.8,"Sitting down allows her to focus on clearing the fire, facilitating the action.",+,236,240
causal/3e38daaa,enables,0.7,0.8,"Joe's action of getting up allows her to clear the fire, suggesting a supportive role.",+,237,240
causal/107aa36d,causes,0.8,0.75,The action of grabbing at Tickler leads to a reaction where she becomes agitated and acts out.,+,238,242
causal/055ed77a,causes,0.8,0.9,"The first event describes the action of 'Ram-paging out,' which directly leads to the second event where the action is acknowledged.",+,239,242
causal/0145b42f,prevents,0.8,0.85,Treating someone as a child prevents recognizing them as an equal.,-,244,245
causal/2707d023,aggravates,0.7,0.8,"Treating someone as a child can lead to frustration and rebellious behavior, as seen in her rampage.",+,244,247
causal/15ff921a,causes,0.8,0.9,The statement indicates that her current behavior is directly leading to her arrival.,+,247,248
causal/81c50323,enables,0.7,0.8,Her agitation prompts a warning to seek safety.,+,247,249
causal/59311e95,causes,0.8,0.9,The announcement of her arrival prompts immediate action to prepare for her entrance.,+,248,249
causal/61fc9d25,enables,0.7,0.8,The instruction to get behind the door allows for the use of the jack-towel as a protective measure.,+,249,250
causal/ca093318,enables,0.7,0.8,The advice given by Pip allows her to continue her actions on the Ram-page.,+,247,251
causal/c054b34a,enables,0.7,0.8,"The statement indicates anticipation, which encourages the action of taking advice.",+,248,251
causal/7d8efbff,prevents,0.7,0.8,"The act of throwing the door open leads to an obstruction being encountered, preventing further movement.",-,252,253
causal/a1ec7db5,causes,0.8,0.9,The action of throwing the door open leads to the immediate understanding of the cause.,+,252,254
causal/38da168f,causes,0.8,0.85,"The obstruction leads to the realization of the cause, indicating a direct relationship.",+,253,254
causal/1c74cc74,enables,0.8,0.85,Taking advice provided the necessary guidance to apply Tickler effectively.,+,251,255
causal/2e16f9d3,enables,0.7,0.8,Opening the door allows for further investigation by providing access.,+,252,255
causal/6887d0fc,enables,0.7,0.8,Finding an obstruction prompts further investigation using Tickler.,+,253,255
causal/731ca745,enables,0.8,0.9,Divining the cause allows for further investigation using Tickler.,+,254,255
causal/cf3858c1,causes,0.8,0.9,The act of throwing the door open indicates a sudden action that leads to the subsequent act of throwing the speaker at Joe.,+,252,256
causal/35d17394,causes,0.8,0.85,"The obstruction leads to a reaction where she throws the speaker at Joe, indicating a direct cause-and-effect relationship.",+,253,256
causal/128ece48,causes,0.8,0.85,"The act of divining the cause leads to a direct action of throwing, indicating a causal relationship.",+,254,256
causal/228bc1a5,enables,0.7,0.8,"The act of divining the cause allows the person to connect with another, facilitating their eagerness to engage.",+,254,257
causal/d1fdbf43,enables,0.7,0.8,"The application of Tickler facilitates further investigation, allowing for communication and connection.",+,255,257
causal/8c9bb842,causes,0.8,0.9,The act of throwing indicates a direct action that leads to Joe's reaction of being glad to receive the speaker.,+,256,257
causal/ad4c652e,causes,0.8,0.9,The act of divining the cause leads directly to the action of passing into the chimney.,+,254,258
causal/3d9593a8,causes,0.8,0.85,The person's eagerness to connect leads to the action of passing them into the chimney.,+,257,258
causal/60b6aaa8,enables,0.7,0.8,The person's eagerness to engage allows for the physical confinement described.,+,257,259
causal/5f6dd72f,enables,0.8,0.9,The action of passing into the chimney allows for the subsequent action of being fenced in.,+,258,259
causal/b4cacf0d,causes,0.8,0.9,"The act of throwing indicates a reaction to a prior event, leading to Mrs. Joe's inquiry.",+,256,260
causal/c063a40c,causes,0.8,0.9,The character's eagerness to connect leads to Mrs. Joe's inquiry about their whereabouts.,+,257,260
causal/8743e662,causes,0.8,0.85,The action of being fenced in leads to Mrs. Joe's inquiry about the young monkey's whereabouts.,+,259,260
causal/6f2be3e7,causes,0.8,0.85,"Mrs. Joe's question likely provokes a physical reaction, such as stamping her foot, due to frustration.",+,260,261
causal/8e824e36,causes,0.7,0.8,The act of passing into the chimney suggests a transition that leads to emotional distress.,+,258,262
causal/14504ec0,aggravates,0.7,0.8,"The act of fencing creates a sense of confinement, leading to increased anxiety and distress.",+,259,262
causal/9d808141,causes,0.8,0.85,Mrs. Joe's inquiry about the young monkey's whereabouts leads to her expressing frustration and concern about her emotional state.,+,260,262
causal/ebbc36d7,causes,0.8,0.85,"Stamping her foot expresses frustration, prompting a direct inquiry about her emotional distress.",+,261,262
causal/7d1d39b3,prevents,0.8,0.85,"The action of fencing up prevents the subject from escaping the corner, implying a restriction of movement.",-,259,263
causal/6c9932e1,causes,0.8,0.85,"The speaker's emotional distress ('fret and fright') leads to a desire to confront the other person, indicating a direct cause-effect relationship.",+,262,263
causal/e1a7b9e3,causes,0.8,0.9,The speaker's emotional distress leads to crying as a direct response to their feelings of being worn away.,+,262,266
causal/ed96dc28,causes,0.8,0.85,"The speaker implies that the emotional state of crying is a direct result of being cornered, suggesting a cause-and-effect relationship.",+,263,266
causal/7d162ef1,causes,0.7,0.8,Visiting the churchyard may evoke memories or emotions leading to crying.,+,264,266
causal/8c7968bc,causes,0.7,0.8,"The speaker's statement likely triggers an emotional response, leading to crying.",+,265,266
causal/00fe2f42,causes,0.7,0.8,"Crying can indicate distress, which may lead to actions that prevent harm or death.",+,266,269
causal/fde0bf6b,causes,0.7,0.8,"Rubbing oneself may indicate a coping mechanism that prevents deeper emotional distress, potentially leading to survival.",+,267,269
causal/030df5d5,causes,0.8,0.9,"The sister's intervention is implied to have prevented death, suggesting a causal relationship.",+,268,269
causal/5247b8c0,enables,0.8,0.9,"The speaker implies that their support has allowed the other person to survive and thrive, suggesting a nurturing role.",+,269,270
causal/c3c09696,enables,0.8,0.9,"The speaker implies that their actions have allowed the other person to avoid death, enabling their continued existence.",+,269,271
causal/eff1e197,causes,0.7,0.8,"The question implies a cause for the speaker's actions, suggesting that upbringing influences behavior.",+,270,271
causal/b6a555b0,prevents,0.8,0.7,"The speaker implies that their actions have kept the listener alive, suggesting a protective role.",+,269,272
causal/7df85040,prevents,0.8,0.9,"The speaker suggests that their intervention has prevented the other person from facing a dire consequence, implying a protective role.",+,269,273
causal/2fb7a879,causes,0.8,0.85,"The question implies a challenging upbringing, leading to a strong negative reaction about repeating the experience.",+,270,273
causal/8dc60ecb,causes,0.8,0.9,"The speaker's reflection on their actions suggests that the experience led to a strong negative realization, prompting a vow not to repeat it.",+,271,273
causal/12736d24,enables,0.7,0.8,The fugitive's presence creates an opportunity for the pledge to commit a larceny.,+,279,283
causal/2c99c8f5,causes,0.7,0.8,The presence of the mysterious young man likely influenced the decision to commit a larceny due to his persuasive or compelling nature.,+,280,283
causal/cb65644a,causes,0.8,0.85,The file likely contains information or instructions that compel the individual to commit theft.,+,281,283
causal/c2b7b9be,causes,0.7,0.8,The food likely led to a situation where the individual felt compelled to commit theft.,+,282,283
causal/ca373e13,enables,0.7,0.8,The presence of the mysterious young man creates an opportunity for the larceny to occur.,+,280,284
causal/c78c7f20,enables,0.7,0.8,The file provides information or resources that facilitate the act of committing larceny.,+,281,284
causal/6b82fa33,causes,0.8,0.9,"The dreadful pledge creates a strong motivation to commit larceny, directly leading to the act.",+,283,284
causal/6fbd054d,causes,0.8,0.85,"The file symbolizes a triggering event that leads to a vivid, emotional response represented by the avenging coals.",+,281,285
causal/59eb8997,causes,0.8,0.85,"The food, when consumed, leads to a vivid and intense experience represented by the avenging coals.",+,282,285
causal/5b0e211d,causes,0.8,0.85,"The obligation to commit a crime creates a sense of guilt and fear, symbolized by the 'avenging coals'.",+,283,285
causal/e69d29a5,causes,0.7,0.8,"The act of committing larceny leads to a sense of vengeance, symbolized by the 'avenging coals'.",+,284,285
causal/f0a0a9bf,aggravates,0.7,0.8,"The avenging coals symbolize a threatening situation that intensifies the speaker's emotional turmoil, suggesting a deterioration of their mental state.",+,285,289
causal/d4dfab4e,causes,0.8,0.85,"The speaker implies that the actions of the two individuals will lead to their own demise, suggesting a direct cause-effect relationship.",+,287,289
causal/f56e5ba0,enables,0.7,0.8,"Joe's action of peeping suggests a mental engagement with the situation, allowing for a shared mental space.",+,291,292
causal/19ab4ca6,enables,0.7,0.8,"Joe's action of peeping suggests he is assessing the situation, which enables him to consider their compatibility.",+,291,293
causal/22c83bdb,enables,0.7,0.8,"The mental casting suggests a consideration of compatibility, enabling the calculation of their potential pairing.",+,292,293
causal/d7b09702,enables,0.7,0.8,"Joe's action of peeping suggests curiosity, which enables his following behavior.",+,291,295
causal/a4ff8e7a,enables,0.7,0.8,The mental casting suggests a connection that allows for the following action of observing Mrs. Joe.,+,292,295
causal/55dba2e1,enables,0.7,0.8,"The act of calculating the pair to make allows for the following of Mrs. Joe, suggesting a connection between planning and action.",+,293,295
causal/ab0b4e5b,enables,0.7,0.8,The act of calculating pairs under difficult circumstances allows for a manner that is consistent with handling squally times.,+,293,296
causal/38ef3ac4,enables,0.7,0.8,The sister's method of cutting bread allows her to effectively hold the loaf in place while cutting.,+,297,298
causal/d2e6370e,causes,0.8,0.85,Jamming the loaf against her bib likely made it easier to access and eat.,+,298,301
causal/51292e16,causes,0.7,0.6,The act of getting a pin or needle into something likely leads to it being put into mouths later.,+,300,301
causal/15604f89,enables,0.7,0.8,"Jamming the loaf creates a stable base, allowing for easier butter application.",+,298,302
causal/11109f86,enables,0.7,0.8,Getting something into their mouths allows for the action of taking butter on a knife.,+,301,302
causal/262afcde,enables,0.7,0.8,The act of inserting a pin or needle allows for the spreading of something onto the loaf.,+,299,303
causal/782ec679,causes,0.9,0.95,Applying butter to the knife allows it to be spread on the loaf.,+,302,303
causal/8658a984,enables,0.7,0.8,"The act of inserting a pin or needle suggests preparation for a task, enabling the dexterous use of the knife.",+,300,304
causal/1ea611fb,enables,0.7,0.8,The action of taking butter on a knife facilitates the subsequent action of using it with dexterity.,+,302,304
causal/3629a829,enables,0.7,0.8,"Spreading the substance on the loaf allows for the action of making a plaster, demonstrating a methodical approach.",+,303,304
causal/ccf795f4,enables,0.7,0.8,The action of taking butter allows for the subsequent trimming and moulding of it.,+,302,305
causal/0af6fbf0,enables,0.7,0.8,Spreading butter on the loaf allows for trimming and moulding the excess butter.,+,303,305
causal/f5b8cbc9,causes,0.8,0.85,The action of making a plaster suggests a technique that directly influences the process of trimming and moulding the butter.,+,304,305
causal/a864bd9d,causes,0.7,0.8,Applying butter on the knife likely leads to the need to wipe it clean afterward.,+,302,306
causal/89c06748,causes,0.8,0.9,The action of making a plaster with the knife leads to the need for a final wipe to clean it.,+,304,306
causal/342d4bf1,enables,0.7,0.8,Spreading the substance on the loaf allows for the subsequent action of sawing it.,+,303,307
causal/9c824378,enables,0.7,0.8,"The action of making a plaster suggests preparation and skill, which enables the subsequent sawing of the loaf.",+,304,307
causal/775bfe55,enables,0.8,0.9,"Wiping the knife prepares it for effective cutting, enabling the sawing of the loaf.",+,306,307
causal/b4ae9eb3,causes,0.8,0.9,The action of making a plaster with the knife directly leads to the hewing of the loaf into two halves.,+,304,308
causal/cc8faf12,causes,0.7,0.8,Trimming the butter likely facilitates the process of cutting the loaf into halves.,+,305,308
causal/e3534813,causes,0.8,0.85,"Wiping the knife likely ensures a clean cut, facilitating the hewing of the loaf into halves.",+,306,308
causal/e61bcb81,causes,0.8,0.9,"Slicing the loaf creates two halves, enabling separation.",+,307,308
causal/c27136cf,causes,0.9,0.95,The action of hewing the loaf into two halves directly results in Joe and the narrator each receiving one half.,+,308,310
causal/e3b17699,prevents,0.7,0.8,"Hunger typically motivates eating, but in this case, it leads to restraint due to fear or hesitation.",-,311,312
causal/defacdbe,enables,0.7,0.8,Receiving something allows for the feeling of having a reserve.,+,309,313
causal/a98e136b,enables,0.7,0.8,"Receiving something allows the speaker to feel secure, prompting the desire to have a reserve.",+,310,313
causal/407eca7e,causes,0.8,0.85,Hunger creates a sense of urgency to ensure future food availability.,+,311,313
causal/ba6e5f3e,prevents,0.7,0.8,The fear of consuming the slice leads to a desire to keep something in reserve.,+,312,313
causal/ef41b142,prevents,0.7,0.8,The fear of eating the slice is linked to the negative feelings towards the acquaintance.,-,312,314
causal/cad27607,enables,0.7,0.8,"The feeling of needing a reserve suggests a lack of confidence, which may lead to negative social interactions.",-,313,314
causal/242fc9d8,enables,0.7,0.6,The feeling of needing a reserve suggests a preparation that allows for the emergence of a more formidable ally.,+,313,315
causal/941cf286,enables,0.7,0.8,"The dreadful acquaintance facilitates the emergence of an even more dreadful ally, suggesting a connection in their negative influence.",+,314,315
causal/b0ce9ff2,enables,0.7,0.8,"The feeling of needing a reserve suggests a motivation to prepare for strict conditions, enabling a sense of security.",+,313,316
causal/9eb2eb53,enables,0.7,0.8,"The feeling of needing a reserve suggests a motivation to ensure resources are available, which may lead to further exploration of the safe.",+,313,317
causal/8a09298a,prevents,0.7,0.8,The presence of the dreadful young man discourages or obstructs the speaker's ability to find valuable items.,-,315,317
causal/9fcd51a3,prevents,0.8,0.9,"Strict housekeeping limits opportunities for theft, making it difficult to find items to steal.",-,316,317
causal/fd6fbea6,causes,0.8,0.85,The negative feelings towards the acquaintance prompted a drastic action of hiding food.,+,314,318
causal/87c82698,causes,0.7,0.8,"The presence of the dreadful young man instigates a reaction of fear or anxiety, leading to the decision to hide food.",+,315,318
causal/2ca1f025,causes,0.8,0.9,"The strict housekeeping of Mrs. Joe creates a fear of punishment, prompting the decision to hide food.",+,316,318
causal/426eb44c,causes,0.8,0.85,The lack of available resources in the safe prompted the decision to hide food for later use.,+,317,318
causal/80cdaef7,aggravates,0.7,0.8,The presence of the dreadful young man intensifies the difficulty of achieving resolution.,+,315,319
causal/708195c8,causes,0.8,0.9,"The act of resolving to hide the bread and butter creates a mental struggle, leading to an awful effort of resolution.",+,318,319
causal/19d18aff,causes,0.8,0.85,"The intense effort required for resolution leads to a feeling of extreme risk or fear, akin to jumping from a height.",+,319,320
causal/ffaf249a,enables,0.7,0.8,"The decision to hide food suggests a potential need to escape or avoid detection, which could lead to the act of plunging into water.",+,318,321
causal/7a2a10cd,causes,0.8,0.85,The decision to leap suggests a direct action leading to the potential consequence of falling into water.,+,320,321
causal/26bdc250,aggravates,0.7,0.8,The presence of the unconscious Joe complicates the act of hiding the bread and butter.,+,318,322
causal/83784e41,aggravates,0.7,0.8,"Joe's unconsciousness complicates the resolution effort, making it more challenging.",+,319,322
causal/c2d4225e,aggravates,0.7,0.8,"The presence of Joe complicates the decision-making process, making the leap more daunting.",+,320,322
causal/dfecd38c,aggravates,0.7,0.8,"The presence of the unconscious Joe complicates the act of plunging into water, making it more difficult.",+,321,322
causal/b9f56401,aggravates,0.7,0.8,The effort of resolution increases the burden of shared suffering among individuals.,+,319,323
causal/2cba8827,enables,0.7,0.8,"The decision to leap symbolizes a commitment to shared experiences, fostering a sense of camaraderie among those who suffer.",+,320,323
causal/25ed774d,aggravates,0.7,0.8,Joe's unconsciousness complicates the shared experience of suffering among the group.,+,322,323
causal/055612fc,aggravates,0.7,0.8,"Joe's unconsciousness complicates the situation, making companionship more challenging.",-,322,324
causal/52c1638f,enables,0.7,0.8,The shared experience of suffering fosters a bond that allows for companionship.,+,323,324
causal/bea7eed5,enables,0.7,0.8,The shared experience of suffering fosters a habit of camaraderie and discussion.,+,323,325
causal/be451cd8,enables,0.7,0.8,The good-natured companionship fosters a comfortable environment for sharing habits.,+,324,325
causal/79e2158d,enables,0.7,0.8,Joe's unconsciousness allows for the admiration to occur without interference.,+,322,326
causal/6ba7c9b5,enables,0.7,0.8,"The camaraderie among freemasons allows them to support and admire each other, fostering mutual respect.",+,323,326
causal/aff0b5d0,enables,0.7,0.8,The good-natured companionship fosters an environment where admiration can be shared.,+,324,326
causal/765756c9,enables,0.7,0.8,"The habit of comparing slices allows for mutual admiration, enhancing the experience.",+,325,326
causal/1d0e560a,causes,0.8,0.85,The shared experience of suffering among members of the freemasonry motivates them to increase their efforts.,+,323,327
causal/702f2773,causes,0.8,0.85,Good-natured companionship fosters motivation and encourages effort.,+,324,327
causal/e237ef17,causes,0.8,0.85,The habit of comparing our eating methods led to increased motivation and effort.,+,325,327
causal/b93d35ff,causes,0.8,0.85,Admiration between individuals can inspire and motivate them to put in more effort.,+,326,327
causal/eacd240d,enables,0.8,0.9,The habit of comparing slices creates an opportunity for friendly competition.,+,325,328
causal/44811c9c,enables,0.7,0.8,The act of holding up slices for admiration encourages Joe to invite competition.,+,326,328
causal/7ac40438,enables,0.7,0.8,"The stimulation from the cause encourages friendly competition, making it possible for Joe to invite participation.",+,327,328
causal/a603f3c3,causes,0.8,0.85,"The stimulation led to a sense of urgency, prompting the contemplation of necessary actions.",+,327,331
causal/a83b8dc7,enables,0.7,0.8,Joe's invitation encourages the speaker to consider engaging in their usual competition.,+,328,331
causal/aa9cc648,enables,0.7,0.8,"Joe's invitation encourages a friendly competition, making it possible to engage in the activity.",+,328,332
causal/48724698,enables,0.8,0.85,The contemplation of action allows for the decision to proceed in a calculated manner.,+,331,332
causal/fef3a010,enables,0.7,0.8,"The contemplation of action led to a moment of opportunity, allowing the speaker to act.",+,331,333
causal/769c3972,enables,0.7,0.8,The suggestion to act in a least improbable manner allows for the opportunity to take advantage of Joe's glance.,+,332,333
causal/5d048247,causes,0.8,0.7,"The contemplation leads to a desperate decision, resulting in a physical action that causes the bread and butter to fall.",+,331,335
causal/a658cb94,causes,0.8,0.85,The action of taking advantage of the moment directly leads to the subsequent action of getting the bread and butter down the leg.,+,333,335
causal/9ae89abd,causes,0.7,0.8,The action of taking advantage of Joe's gaze likely led to his discomfort regarding my perceived loss of appetite.,+,333,336
causal/46176566,causes,0.7,0.8,Joe's observation of my loss of appetite led to his discomfort.,+,334,336
causal/d9953ab0,enables,0.7,0.8,"Joe's glance prompts a moment of reflection, leading to a thoughtful action.",+,334,337
causal/a4a16dc9,causes,0.7,0.8,"Joe's gaze indicates his feelings, suggesting discomfort.",+,334,338
causal/88886516,causes,0.7,0.8,Joe's discomfort from the perceived loss of appetite led to his lack of enjoyment.,+,336,338
causal/4f8eacc6,causes,0.7,0.8,"Joe's discomfort led him to dwell on the situation, causing him to linger over his food.",+,336,339
causal/46963cdc,causes,0.8,0.85,"Taking a thoughtful bite suggests savoring the flavor, leading to prolonged chewing.",+,337,339
causal/a5e95149,causes,0.7,0.8,Joe's discomfort about the perceived loss of appetite leads him to think about it more deeply.,+,336,340
causal/94c4fe6b,causes,0.7,0.8,"Taking a thoughtful bite suggests engagement with the food, leading to contemplation.",+,337,340
causal/3546d868,causes,0.8,0.85,"The act of turning it in his mouth suggests deep contemplation, leading to pondering.",+,339,340
causal/69ddf46f,causes,0.7,0.8,"Taking a thoughtful bite suggests a deliberate action that leads to the subsequent gulping down, indicating a change in eating behavior.",+,337,341
causal/34312701,causes,0.8,0.85,"The prolonged chewing likely made the swallowing easier, leading to the quick gulping.",+,339,341
causal/65c7b026,enables,0.7,0.8,"Pondering allows for acceptance, making it easier to swallow the situation.",+,340,341
causal/58034aa9,enables,0.7,0.8,"The prolonged chewing suggests he is savoring the food, which may encourage him to take another bite.",+,339,342
causal/6a317890,enables,0.7,0.8,"The action of turning it in his mouth allows for better positioning, facilitating a stronger grip.",+,339,343
causal/cf03c09c,enables,0.7,0.8,"Pondering allows for better focus and understanding, facilitating a good purchase.",+,340,343
causal/7464e7cf,enables,0.7,0.8,"Gulping down the pill allows for better positioning of the head, facilitating the action.",+,341,343
causal/a9a9b57a,enables,0.7,0.8,"Positioning his head allows for a better grip, facilitating the action of taking a bite.",+,342,343
causal/3351c0d3,prevents,0.7,0.8,"The act of being about to take a bite suggests readiness to eat, but Joe stopping indicates a halt in that action.",-,342,345
causal/5711dc00,causes,0.8,0.85,"The act of noticing the absence of food prompts Joe to halt, indicating a direct response to the observation.",+,344,345
causal/3e07429b,causes,0.8,0.85,"The act of noticing the absence of bread and butter prompts a stare, indicating surprise or concern.",+,344,346
