:ID,quote,chapter
src/event/774293c4,And they fired warning of him.,3
src/event/6b78b2d9,And now it appears they’re firing warning of another.,3
src/event/f9485054,"Drat that boy,” interposed my sister, frowning at me over her work",3
src/event/616826a6,what a questioner he is.,3
src/event/ce6b8a8d,"Ask no questions, and you’ll be told no lies.",3
src/event/46ecc86f,"It was not very polite to herself, I thought, to imply that I should be told lies by her even if I did ask questions.",3
src/event/38d16d5e,But she never was polite unless there was company.,3
src/event/adbc547b,At this point Joe greatly augmented my curiosity,3
src/event/c782031c,by taking the utmost pains to open his mouth very wide,3
src/event/c75bfecb,and to put it into the form of a word that looked to me like 'sulks.',3
src/event/00deba81,I naturally pointed to Mrs. Joe,3
src/event/36e163b1,"and put my mouth into the form of saying, 'her?'",3
src/event/b2f69daf,"But Joe wouldn’t hear of that, at all",3
src/event/7cf112f7,and again opened his mouth very wide,3
src/event/feae16a6,and shook the form of a most emphatic word out of it.,3
src/event/43290bf0,But I could make nothing of the word.,3
src/event/5f66e68d,"“Mrs. Joe,” said I, as a last resort, “I should like to know—if you wouldn’t much mind—where the firing comes from?”",3
src/event/fbfbce09,“I should like to know—if you wouldn’t much mind—where the firing comes from?”,3
src/event/a68f5f1f,as a last resort,3
src/event/d6a13f97,“Lord bless the boy!” exclaimed my sister,3
src/event/3501627c,as if she didn’t quite mean that but rather the contrary,3
src/event/55059163,“From the Hulks!”,3
src/event/6b37cb60,Joe gave a reproachful cough,3
src/event/03aaff2b,"as much as to say, 'Well, I told you so.'",3
src/event/1fc83351,"“That’s the way with this boy!” exclaimed my sister, pointing me out with her needle and thread, and shaking her head at me.",3
src/event/8c1312f2,pointing me out with her needle and thread,3
src/event/6b2007f6,shaking her head at me.,3
src/event/ec53c116,"“Answer him one question, and he’ll ask you a dozen directly.",3
src/event/d55ad875,"Hulks are prison-ships, right ’cross th’ meshes.",3
src/event/bd79c776,"We always used that name for marshes, in our country.",3
src/event/af7609f9,"I wonder who’s put into prison-ships, and why they’re put there?",3
src/event/0eb604a3,"said I, in a general way, and with quiet desperation.",3
src/event/1ea6d383,and with quiet desperation.,3
src/event/eabb9292,"It was too much for Mrs. Joe, who immediately rose.",3
src/event/0f1feda4,"I tell you what, young fellow,",3
src/event/4888127a,I didn’t bring you up by hand to badger people’s lives out.,3
src/event/f7c59314,"It would be blame to me and not praise, if I had.",3
src/event/bf1ee379,"People are put in the Hulks because they murder, and because they rob, and forge, and do all sorts of bad;",3
src/event/fe61d85e,and they always begin by asking questions.,3
src/event/83c57fd6,"Now, you get along to bed!",3
src/event/12f812e7,I was never allowed a candle to light me to bed,3
src/event/d4087f8a,as I went upstairs in the dark,3
src/event/e9bbe80e,with my head tingling,3
src/event/052aa06b,from Mrs. Joe’s thimble having played the tambourine upon it,3
src/event/2cc81f4e,I felt fearfully sensible of the great convenience that the hulks were handy for me,3
src/event/38c1020f,I was clearly on my way there,3
src/event/50c1775c,I had begun by asking questions,3
src/event/759bfa92,I was going to rob Mrs. Joe,3
src/event/e123db1b,I have often thought that few people know what secrecy there is in the young under terror.,3
src/event/9dd45d4b,"No matter how unreasonable the terror, so that it be terror.",3
src/event/cc7de1a2,I was in mortal terror of the young man who wanted my heart and liver.,3
src/event/bd6095d3,I was in mortal terror of my interlocutor with the iron leg.,3
src/event/9c05f596,"I was in mortal terror of myself, from whom an awful promise had been extracted.",3
src/event/f8bf9b30,"I had no hope of deliverance through my all-powerful sister, who repulsed me at every turn.",3
src/event/db91b62b,"I am afraid to think of what I might have done on requirement, in the secrecy of my terror.",3
src/event/2ed6d8bf,"If I slept at all that night, it was only to imagine myself drifting down the river on a strong spring-tide",3
src/event/7995764e,a ghostly pirate calling out to me through a speaking-trumpet,3
src/event/b6e65be6,as I passed the gibbet-station,3
src/event/cbb57007,"that I had better come ashore and be hanged there at once, and not put it off",3
src/event/55b04180,"I was afraid to sleep, even if I had been inclined",3
src/event/6d2e4a3b,for I knew that at the first faint dawn of morning I must rob the pantry,3
src/event/c3d566dc,There was no doing it in the night,3
src/event/b1cae84d,for there was no getting a light by easy friction then,3
src/event/321eabcf,to have got one I must have struck it out of flint and steel,3
src/event/5b4ae5b2,and have made a noise like the very pirate himself rattling his chains,3
src/event/0189d1e0,I got up,3
src/event/b161afff,went downstairs,3
src/event/66880c30,"every board upon the way, and every crack in every board calling after me",3
src/event/af54efaa,Stop thief!,3
src/event/9723707c,"Get up, Mrs. Joe!",3
src/event/95bb503c,I was very much alarmed by a hare hanging up by the heels,3
src/event/a27c867c,"I rather thought I caught, when my back was half turned, winking",3
src/event/925190f3,I had no time for verification,3
src/event/d998bcb3,no time for selection,3
src/event/5af29627,no time for anything,3
src/event/3b6aa287,I had no time to spare,3
src/event/bc007143,I stole some bread,3
src/event/d83d33e8,I stole some rind of cheese,3
src/event/c601b20a,I stole... about half a jar of mincemeat,3
src/event/58bb0d04,which I tied up in my pocket-handkerchief,3
src/event/8665d721,I stole... some brandy from a stone bottle,3
src/event/bc745c15,which I decanted into a glass bottle,3
src/event/9f0130ee,which I secretly used for making that intoxicating fluid,3
src/event/44057d6c,diluting the stone bottle from a jug in the kitchen cupboard,3
src/event/6c92e5dd,I stole... a meat bone with very little on it,3
src/event/f042e699,I stole... a beautiful round compact pork pie,3
src/event/4241316a,I was nearly going away without the pie,3
src/event/bf31f07a,I was tempted to mount upon a shelf,3
src/event/1b0ab088,to look what it was that was put away so carefully in a covered earthenware dish in a corner,3
src/event/bc6ba93c,and I found it was the pie,3
src/event/4bcf40f4,"and I took it in the hope that it was not intended for early use, and would not be missed for some time",3
src/event/f8a1107d,"There was a door in the kitchen, communicating with the forge;",3
src/event/5dcdf6ee,"I unlocked and unbolted that door,",3
src/event/525736a3,"I unlocked and unbolted that door,",3
src/event/3d6d6bf7,and got a file from among Joe’s tools.,3
src/event/b884f230,"Then I put the fastenings as I had found them,",3
src/event/10369a79,"opened the door at which I had entered when I ran home last night,",3
src/event/33aa86dc,"shut it,",3
src/event/3d40cc60,and ran for the misty marshes.,3
src/event/0bbeb9d6,"at which I had entered when I ran home last night,",3
src/event/1f4fc98a,"It was a rimy morning, and very damp.",4
src/event/6ab2be5a,I had seen the damp lying on the outside of my little window.,4
src/event/ba32d266,as if some goblin had been crying there all night.,4
src/event/4345107b,"Now, I saw the damp lying on the bare hedges and spare grass.",4
src/event/14fad028,like a coarser sort of spiders’ webs.,4
src/event/31c6c568,hanging itself from twig to twig and blade to blade.,4
src/event/e1234f91,"On every rail and gate, wet lay clammy.",4
src/event/1ec17a59,the marsh mist was so thick.,4
src/event/33b3eaa4,the wooden finger on the post directing people to our village was invisible to me until I was quite close under it.,4
src/event/0152b756,"a direction which they never accepted, for they never came there.",4
src/event/2670119c,"Then, as I looked up at it.",4
src/event/6606873b,while it dripped.,4
src/event/d4e1cb1e,it seemed to my oppressed conscience like a phantom devoting me to the Hulks.,4
src/event/028ecffc,like a phantom devoting me to the Hulks.,4
src/event/22423c25,when I got out upon the marshes,4
src/event/648c3b2d,The mist was heavier yet,4
src/event/8f178c7e,everything seemed to run at me,4
src/event/f0ef3217,everything seemed to run at me,4
src/event/4970bb19,This was very disagreeable to a guilty mind,4
src/event/06492857,The gates and dikes and banks came bursting at me through the mist,4
src/event/efd7ef81,as if they cried as plainly as could be,4
src/event/5712a9a3,A boy with somebody else’s pork pie!,4
src/event/ab4d9fba,The cattle came upon me with like suddenness,4
src/event/52d41891,staring out of their eyes,4
src/event/d66c328b,steaming out of their nostrils,4
src/event/565813f8,"Halloa, young thief!",4
src/event/e71555f4,fixed me so obstinately with his eyes,4
src/event/eef7da67,moved his blunt head round in such an accusatory manner,4
src/event/eae92e57,"I blubbered out to him, 'I couldn’t help it, sir! It wasn’t for myself I took it!'",4
src/event/13f66758,he put down his head,4
src/event/f4364e1b,blew a cloud of smoke out of his nose,4
src/event/607d2361,and vanished with a kick-up of his hind-legs and a flourish of his tail,4
src/event/ebf7eebd,with a kick-up of his hind-legs,4
src/event/737c0c94,and a flourish of his tail,4
src/event/278813ae,I was getting on towards the river,4
src/event/98db736b,I couldn’t warm my feet,4
src/event/9469e7d8,the damp cold seemed riveted,4
src/event/27e10876,as the iron was riveted to the leg of the man,4
src/event/8d32081c,I knew my way to the Battery,4
src/event/ae49c152,I had been down there on a Sunday with Joe,4
src/event/ec2b36c4,"Joe, sitting on an old gun",4
src/event/fcd3a654,"had told me that when I was ’prentice to him, regularly bound, we would have such Larks there!",4
src/event/368ca19a,I found myself at last too far to the right,4
src/event/c8e85d44,I had to try back along the river-side,4
src/event/11921912,Making my way along here with all despatch,4
src/event/2f1a148b,I had just crossed a ditch,4
src/event/6c703498,which I knew to be very near the Battery,4
src/event/5ee60933,I had just scrambled up the mound beyond the ditch,4
src/event/a59ce586,when I saw the man sitting before me,4
src/event/66097925,His back was towards me,4
src/event/78c254af,he had his arms folded,4
src/event/25fca721,"and was nodding forward, heavy with sleep",4
src/event/9adcea71,I thought he would be more glad if I came upon him with his breakfast,4
src/event/e2819844,so I went forward softly,4
src/event/399378e1,and touched him on the shoulder,4
src/event/65b78135,He instantly jumped up,4
src/event/5ec53ed8,"it was not the same man, but another man!",4
src/event/bea26702,All this I saw in a moment,4
src/event/5c3459b6,had a great iron on his leg,4
src/event/76ec741c,and was lame,4
src/event/30ef2f87,and hoarse,4
src/event/53b6a157,and cold,4
src/event/e1eaecad,had a flat broad-brimmed low-crowned felt hat on,4
src/event/b592b88c,he swore an oath at me,4
src/event/c1ed46f5,made a hit at me,4
src/event/917250e6,it was a round weak blow that missed me,4
src/event/45205bbf,for it made him stumble,4
src/event/dc860b7f,and then he ran into the mist,4
src/event/457c5396,stumbling twice as he went,4
src/event/46912b14,and I lost him,4
src/event/78547958,It’s the young man!” I thought,4
src/event/12c3a381,feeling my heart shoot as I identified him.,4
src/event/722fd200,as I identified him.,4
src/event/7e2b5313,"I dare say I should have felt a pain in my liver, too, if I had known where it was.",4
src/event/0462748d,if I had known where it was.,4
src/event/fe0868e7,I was soon at the Battery after that,4
src/event/a90441cf,hugging himself and limping to and fro,4
src/event/4a9edada,"there was the right man,—hugging himself and limping to and fro",4
src/event/8e3e2d01,"He was awfully cold, to be sure.",4
src/event/88ab8929,I half expected to see him drop down before my face and die of deadly cold.,4
src/event/5d401e8f,His eyes looked so awfully hungry too,4
src/event/5bdc833e,when I handed him the file,4
src/event/f033fa6c,he laid it down on the grass,4
src/event/4d182d15,it occurred to me he would have tried to eat it,4
src/event/45db6212,if he had not seen my bundle,4
src/event/bdde705d,He did not turn me upside down this time,4
src/event/95df5a91,while I opened the bundle,4
src/event/456597cd,and emptied my pockets.,4
src/event/0fdfc8b1,He was already handing mincemeat down his throat in the most curious manner,4
src/event/6e90e175,"more like a man who was putting it away somewhere in a violent hurry, than a man who was eating it",4
src/event/3e9c6a6a,but he left off to take some of the liquor,4
src/event/4df30302,He shivered all the while so violently,4
src/event/3780c8ca,that it was quite as much as he could do to keep the neck of the bottle between his teeth,4
src/event/8930951c,without biting it off,4
src/event/d8ede5c2,"It’s bad about here, I told him.",4
src/event/800d6149,You’ve been lying out on the meshes.,4
src/event/7be33195,and they’re dreadful aguish.,4
src/event/1e3742bd,Rheumatic too.,4
src/event/be3fcf80,I’ll eat my breakfast afore they’re the death of me,4
src/event/751057c9,"I’d do that, if I was going to be strung up to that there gallows as there is over there, directly afterwards",4
src/event/f0241b1c,"I’ll beat the shivers so far, I’ll bet you.",4
src/event/540c6559,"He was gobbling mincemeat, meatbone, bread, cheese, and pork pie, all at once",4
src/event/afe2aa1f,staring distrustfully while he did so at the mist all round us,4
src/event/a50ac94d,often stopping—even stopping his jaws,4
src/event/52ef95ff,to listen,4
src/event/0940066a,now gave him a start,4
src/event/a90cbc0a,Some real or fancied sound,4
src/event/bb7f51bb,some clink upon the river,4
src/event/c544ce7f,breathing of beast upon the marsh,4
src/event/837589de,"and he said, suddenly,—",4
src/event/cfd6ffe7,You’re not a deceiving imp?,4
src/event/a5d373fd,You brought no one with you?,4
src/event/a5f5dcfe,"Well,” said he, “I believe you.",4
src/event/50f1dba7,You’d be but a fierce young hound indeed.,4
src/event/69377c55,if at your time of life you could help to hunt a wretched warmint,4
src/event/eec622a3,hunted as near death and dunghill as this poor wretched warmint is!,4
src/event/bd4cd3bf,Something clicked in his throat as if he had works in him like a clock,4
src/event/2a5d89f0,and was going to strike,4
src/event/7b7059db,and he smeared his ragged rough sleeve over his eyes,4
src/event/f088dcd5,Pitying his desolation,4
src/event/cf854bf9,watching him as he gradually settled down upon the pie,4
src/event/9f57fa16,"I made bold to say, 'I am glad you enjoy it.'",4
src/event/8a989727,I had often watched a large dog of ours eating his food,4
src/event/6674da36,"I now noticed a decided similarity between the dog’s way of eating, and the man’s.",4
src/event/840a7e84,"The man took strong sharp sudden bites, just like the dog.",4
src/event/aaa5d677,"He swallowed, or rather snapped up, every mouthful, too soon and too fast.",4
src/event/8141c5c5,he looked sideways here and there while he ate,4
src/event/d452bc29,as if he thought there was danger in every direction of somebody’s coming to take the pie away.,4
src/event/38ccccd7,He was altogether too unsettled in his mind over it,4
src/event/9b40ff2a,to appreciate it comfortably I thought,4
src/event/4330ef2e,or to have anybody to dine with him,4
src/event/b24b355f,without making a chop with his jaws at the visitor.,4
src/event/b845c8aa,In all of which particulars he was very like the dog.,4
src/event/91817b82,I am afraid you won’t leave any of it for him,4
src/event/d5a00e34,"said I, timidly",4
src/event/fc9af468,after a silence during which I had hesitated as to the politeness of making the remark,4
src/event/d0a8048f,There’s no more to be got where that came from,4
src/event/a409ede9,It was the certainty of this fact that impelled me to offer the hint,4
src/event/179cdeac,impelled me to offer the hint,4
src/event/136cec71,The young man. That you spoke of. That was hid with you.,4
src/event/be7643c7,"Oh ah!” he returned, with something like a gruff laugh.",4
src/event/75c0563a,"Him? Yes, yes!",4
src/event/7a3f760d,_He_ don’t want no wittles.,4
src/event/4b8874ee,The man stopped eating,4
src/event/bba2825e,and regarded me with the keenest scrutiny,4
src/event/6edd9f9d,and the greatest surprise,4
src/event/6c1b98b5,"Yonder,” said I, pointing;",4
src/event/7766f979,"where I found him nodding asleep,",4
src/event/de692cd9,and thought it was you.,4
src/event/e23f4497,He held me by the collar,4
src/event/cc6b5b0b,and stared at me so,4
src/event/69544d35,that I began to think his first idea about cutting my throat had revived,4
src/event/c04144da,"“Dressed like you, you know, only with a hat,” I explained, trembling;",4
src/event/db8040c7,"I explained, trembling;",4
src/event/b0454bf2,“and—and”—I was very anxious to put this delicately—,4
src/event/3065309f,“and with—the same reason for wanting to borrow a file.,4
src/event/79456305,Didn’t you hear the cannon last night?,4
src/event/2cace95e,I wonder you shouldn’t have been sure of that,4
src/event/a80c3015,"I returned, 'for we heard it up at home, and that’s farther away, and we were shut in besides.'",4
src/event/a3833520,for we heard it up at home,4
src/event/981b8c16,and that’s farther away,4
src/event/602b8efc,and we were shut in besides,4
src/event/cca13cb9,"“Why, see now!” said he.",4
src/event/07fa446a,When a man’s alone on these flats,4
src/event/c40915bd,"with a light head and a light stomach, perishing of cold and want",4
src/event/cdb064cf,"he hears nothin’ all night, but guns firing, and voices calling.",4
src/event/50fa291d,"He sees the soldiers, with their red coats lighted up by the torches carried afore",4
src/event/eb0b21a7,closing in round him.,4
src/event/a610d74e,Hears his number called,4
src/event/f78579b0,hears himself challenged,4
src/event/d0af59c0,hears the rattle of the muskets,4
src/event/c6174091,"hears the orders ‘Make ready! Present! Cover him steady, men!’",4
src/event/6005227b,and is laid hands on,4
src/event/5e346f62,and there’s nothin’!,4
src/event/0aeb4984,if I see one pursuing party last night,4
src/event/2f59627b,"with their tramp, tramp",4
src/event/e3f1c3d1,I see a hundred,4
src/event/f463a8bd,And as to firing!,4
src/event/46da6919,"I see the mist shake with the cannon, arter it was broad day",4
src/event/f5cb8af7,But this man,4
src/event/5ae90a2e,as if he had forgotten my being there,4
src/event/52ae4e46,did you notice anything in him?,4
src/event/d191a469,"He had a badly bruised face,” said I",4
src/event/b6bea2e1,recalling what I hardly knew I knew,4
src/event/c04a4839,Not here?” exclaimed the man,4
src/event/49b575db,striking his left cheek mercilessly,4
src/event/3953963a,with the flat of his hand,4
src/event/154e6b9f,Where is he?,4
src/event/e9a16757,"He crammed what little food was left, into the breast of his grey jacket.",4
src/event/038405f9,Show me the way he went.,4
src/event/de04e271,"I’ll pull him down, like a bloodhound.",4
src/event/4e399afc,Curse this iron on my sore leg!,4
src/event/2838e517,"Give us hold of the file, boy.",4
src/event/2ce0e769,I indicated in what direction the mist had shrouded the other man,4
src/event/1a9679d1,he looked up at it for an instant,4
src/event/707152d1,he was down on the rank wet grass,4
src/event/56ec04a2,filing at his iron like a madman,4
src/event/bd52c358,not minding me,4
src/event/0cdfaa60,not minding his own leg,4
src/event/d8054e6c,which had an old chafe upon it,4
src/event/1061cf68,and was bloody,4
src/event/423ec7a5,he handled as roughly as if it had no more feeling in it than the file,4
src/event/0f32d412,"I was very much afraid of him again, now that he had worked himself into this fierce hurry",4
src/event/0aebff43,I was likewise very much afraid of keeping away from home any longer,4
src/event/e0ab06cd,I told him I must go,4
src/event/6e6e2e3d,but he took no notice,4
src/event/eaaeea2a,so I thought the best thing I could do was to slip off,4
src/event/488bd75c,the best thing I could do was to slip off,4
src/event/8621e160,"The last I saw of him, his head was bent over his knee and he was working hard at his fetter",4
src/event/7a5605d1,muttering impatient imprecations at it and at his leg,4
src/event/a1dd3776,"The last I heard of him, I stopped in the mist to listen, and the file was still going",4
src/event/0530944e,I stopped in the mist to listen,4
