:START_ID,:END_ID,:TYPE,relationType,mechanism,weight,confidence,edge_supertype
event/90eac78b,event/3c42a771,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/1f68dc05,event/7fe82508,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/521ec430,event/2644378e,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/06bac510,event/3888599c,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/fd9092ab,event/68fb07a2,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/5f87947f,event/042974b4,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/783eef95,event/216d5efb,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/df88eb52,event/270ebd60,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/85a27df2,event/b1eafaf4,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/8465ccd2,event/9909ecf2,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/7234a523,event/e92a3619,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/17228152,event/eed7de20,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/62074059,event/8e5dda3f,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/24d4690f,event/bdc8cbf0,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/8e5dda3f,event/00d51405,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/95590815,event/4eea0ee8,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/7fe82508,event/8a410445,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/efff534e,event/ddabde63,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/5d649d66,event/52b20bd9,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/b3300a32,event/3021cf0a,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/f127efd7,event/bcf6312d,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/53835f6e,event/79ecd6de,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/a484abb4,event/20bddb51,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/3cee40ba,event/d0624714,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/4debef92,event/f93c6afe,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/fa0b2e14,event/ec7d438d,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/c9ca0d13,event/e850d137,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/7ac4d021,event/8f54a0b9,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/4b05efd4,event/608f6f9a,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/8fbaa633,event/3d5ccf40,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/a191e2aa,event/82fb5338,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/d170dc63,event/a5c14bf0,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/c27c6481,event/e9943041,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/3d38aff1,event/c5d78f1b,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/bbedb73a,event/cbfb46ed,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/46f66937,event/40080ca2,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/3f90612e,event/726124bb,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/bc049a72,event/f934be8a,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/96576864,event/5393100c,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/20bb01d6,event/1d7e6f7f,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/e17e43f6,event/4118a73f,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/7147c9c2,event/f18f01e0,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/f6f2896b,event/5f565cbe,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/defee68d,event/89f081c4,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/324a9d9b,event/32c98898,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/62b63c50,event/26613358,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/cf61a0d1,event/54ba56e0,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/e14439ad,event/ae2d208b,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/81a89cb8,event/a8a663d8,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/d50dc00b,event/7609b3c1,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/8cc41ddd,event/fbb4ec22,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/00d51405,event/a59e9047,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/c87a6f9c,event/b23043b6,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/07a75294,event/21565b3f,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/9909ecf2,event/d072731f,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/bbedb73a,event/3fff8364,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/9ba0d586,event/5716284b,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/cce98a3d,event/94a41874,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/4daf9a92,event/81dc9fe0,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/a59e9047,event/bb0a55b9,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/9b5bfa77,event/2005ae8b,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/9cd6cdf9,event/4a0eb026,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/e11e7443,event/97f268db,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/c2e8060f,event/4a0eb026,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/51a8c421,event/3f0169b9,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/2f020c5d,event/7e00afb0,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/2e10961e,event/56582624,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/27ff6549,event/f89685b7,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/4d88ccd4,event/eaec83d1,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/4f9f48cb,event/0169ce46,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/fa37e3bc,event/c0b3d546,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/c47b7e41,event/a02d7409,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/4cfed91d,event/ad619c82,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/06a1c8b8,event/e6c96e48,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/ec15b413,event/48828379,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/fa37e3bc,event/812591d1,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/36e58385,event/7fef45f7,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/e0e44f0e,event/6a46c368,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/69798938,event/7d91380b,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/7b8d886f,event/116a17c1,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/7664c169,event/6f079ff7,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/dfae8126,event/e8f1fcf2,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/8c5c7afd,event/e14439ad,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/7ac4d021,event/72b43f44,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/62fdeb8a,event/a25f9729,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/81f41bc1,event/baf467a7,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/e2101674,event/f515493f,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/94ceec67,event/7a1c0df2,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/d715f71a,event/18b80483,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/4d3567be,event/ee58b218,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/250d4fb6,event/488b739d,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/a7adc643,event/0eb8e2c8,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/417861dd,event/98644052,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/e2643353,event/a1d56d91,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/75bfebbf,event/39cfdfda,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/24fcc98f,event/d3220f30,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/0eb8e2c8,event/06b580fe,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/6a5aa0d5,event/829c0c3c,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/d853e7d1,event/b1006cce,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/b00f5338,event/249c4ee8,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/cb540b1d,event/9d9c1e64,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/1d42ac3f,event/076ae071,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/da129d6f,event/1b503d49,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/12ffcef6,event/7f2e8b0f,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/740a4e04,event/a3d16540,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/6b8e2559,event/5f84b628,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/2021bc20,event/f06e21ab,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/7cc6561d,event/187ca353,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/630493de,event/a6a954b6,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/3a7d1245,event/9676ce25,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/5f727e90,event/01b13430,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/740a4e04,event/b9bb3765,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/95fb7f8a,event/2abaa319,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/c425bb7e,event/fbd7b8ce,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/5975ba83,event/7e00afb0,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/c53834d8,event/4d5e8ea5,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/a036880e,event/eede42b6,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/f2a13ed9,event/4619ecee,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/10e3daf6,event/92c287aa,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/595e9fd7,event/066319f2,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/56582624,event/1137a4a5,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/33b1f5c8,event/fe8a56fc,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/9d8b26bb,event/059cc357,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/d0624714,event/6531d7f2,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/cd844b64,event/3b8e1d99,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/9900bc8b,event/a8da6045,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/3691b611,event/1000cf66,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/e8f1fcf2,event/a47fb412,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/013d637e,event/d072731f,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/bb711fc1,event/32fd7020,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/f7d3a675,event/e539d6b1,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/25e40a70,event/974386b9,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/abbc2940,event/fc10370a,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/cab559b9,event/bf513c58,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/abbc2940,event/e11e7443,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/56f3e378,event/cf22f232,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/63807daa,event/b697864c,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/ac3fc870,event/5908f313,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/6ed8b6fb,event/dbe25834,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/58826095,event/8ac847b1,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/7735334a,event/d600c663,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/f9f2d552,event/d351d1bd,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/a6a954b6,event/5f6e73f3,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/14c5be0a,event/737e32b8,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/fcc51621,event/bc124437,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/74769fb5,event/200a0282,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/e08cd8c0,event/53dbccf5,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/68fb07a2,event/b8b0134e,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
event/4fd83004,event/e9ea4d25,CAUSES,CAUSES_REVERSAL,The death of Mr. Havisham's second wife leads to a change in his relationship with his son.,0.0,0.7,NARRATIVE_ESCALATION
event/10b372d4,event/efc59d31,CAUSES,EVENT_ENABLES_NEXT,The stranger's inquiry about the church on the marshes prompts the narrator to head towards the marshes.,0.0,0.8,CAUSAL_PRODUCTION
event/83d74db8,event/f05865bb,CAUSES,EVENT_ENABLES_NEXT,Pip's explanation about his visit to Richmond leads to Miss Havisham confirming his assumptions.,0.0,0.7,CAUSAL_PRODUCTION
event/0a8e7cc1,event/35488e1f,CAUSES,EVENT_REINFORCEMENT,Wemmick's guidance reinforces the narrator's gratitude.,0.0,0.6,CAUSAL_PRODUCTION
