:ID,factor
why_the_graveyard_setting_with_gre/af99ee43,The graveyard setting with green mounds suggests buried dead people
why_pip_imagines_dead_people_stret/a853b856,Pip imagines dead people stretching up to seize the man
"why_dark,_eerie_churchyard_atmosph/63379306","Dark, eerie churchyard atmosphere intensifies Pip’s fear"
why_pip’s_prior_thought_that_the_m/a9abbf6b,Pip’s prior thought that the man is eluding the dead people’s hands
why_the_presence_of_green_mounds_a/8c4ad709,The presence of green mounds and graves suggests buried bodies with potential hands
why_convict_is_moving_away_from_th/eb8a5ef8,Convict is moving away from the scene at the church and marshes
why_convict_wants_to_leave_the_chu/8fbe18ed,Convict wants to leave the churchyard area
why_convict's_legs_are_numbed_and_/a3f041f3,"Convict's legs are numbed and stiff, making movement difficult"
why_convict_wants_to_check_on_pip'/d1e60225,Convict wants to check on Pip's movements or presence
why_pip_is_watching_the_convict's_/921bd7f0,"Pip is watching the convict's actions, possibly out of fear or caution"
why_pip_wants_to_get_away_from_the/5bdd1f71,Pip wants to get away from the convict and back to safety
why_convict's_turning_prompts_pip_/feaa6a96,Convict's turning prompts Pip to flee
why_pip_is_eager_or_afraid_and_tri/2557a6ef,Pip is eager or afraid and tries to escape quickly
why_convict's_presence_motivates_p/51daae67,Convict's presence motivates Pip to hurry
why_pip_wants_to_check_whether_the/a37063da,Pip wants to check whether the convict is following him
why_pip_feels_anxiety_or_fear_abou/bd4b9f75,Pip feels anxiety or fear about the convict
why_pip_is_checking_the_convict's_/abf07524,Pip is checking the convict's direction to assess his own safety
why_convict_intends_to_reach_the_r/b0ae66c2,"Convict intends to reach the river area, possibly to escape"
why_convict_is_cold_or_in_physical/712f56b5,Convict is cold or in physical discomfort
why_convict_seeks_bodily_comfort_o/a4b58eca,Convict seeks bodily comfort or warmth
"why_convict's_feet_are_sore,_so_he/bc2860ff","Convict's feet are sore, so he moves cautiously"
why_large_stones_make_the_path_dif/02b2fc66,Large stones make the path difficult and require careful footing
why_stones_were_dropped_to_serve_a/94245900,Stones were dropped to serve as stepping-places in wet or high-tide conditions
why_heavy_rain_or_high_tide_raise_/26ec6779,Heavy rain or high tide raise water level in the marshes
why_the_man_has_just_departed_from/f2ae25c4,The man has just departed from the Narrator
why_narrator_wishes_to_see_what_ha/86ca4b55,Narrator wishes to see what happens to the man
why_narrator_has_stopped_and_is_lo/84d6a808,Narrator has stopped and is looking outward over the landscape
why_narrator_is_surveying_the_scen/6fc872e4,Narrator is surveying the scene after stopping
why_narrator_continues_to_observe_/30b10a90,Narrator continues to observe the surrounding landscape
why_narrator_is_looking_over_the_r/c1ee7c29,Narrator is looking over the riverside prospect
why_low_visibility_or_distance_cau/d53e5e1d,Low visibility or distance causes objects to appear faint
why_narrator_visually_inspects_the/3885c6be,Narrator visually inspects the two black upright things
why_narrator_has_prior_knowledge_o/ff47a65d,Narrator has prior knowledge of local landmarks such as the beacon
why_narrator_mentally_compares_the/d0ea123e,Narrator mentally compares the beacon’s shape to familiar objects
why_narrator’s_tendency_to_describ/baec0091,Narrator’s tendency to describe objects with similes
why_narrator’s_aesthetic_reaction_/e651749d,Narrator’s aesthetic reaction to the beacon’s shape and structure
why_beacon_appears_crude_and_utili/e8402f0a,Beacon appears crude and utilitarian rather than decorative
why_narrator_continues_examining_t/013235c0,Narrator continues examining the two black upright things
why_familiarity_with_the_appearanc/8ddbbd65,Familiarity with the appearance of a gibbet and hanging chains
why_local_history_or_stories_about/c011ba31,Local history or stories about the gibbet being used for a pirate
why_observation_of_the_chains_prom/e0273d86,Observation of the chains prompts memory of their previous use
why_unidentified_man_has_an_injury/f9554bfa,Unidentified man has an injury or condition causing limping gait
why_unidentified_man_is_choosing_t/8bd6f08e,Unidentified man is choosing to move in the direction of the gibbet
why_narrator_is_observing_the_scen/242041c6,Narrator is observing the scene around the river edge
why_unidentified_man_moves_in_the_/182d394b,Unidentified man moves in the narrator’s field of view
why_visual_association_between_the/80b39b01,Visual association between the limping man and the pirate formerly held by the gibbet
"why_gloomy,_eerie_setting_of_river/f01ade39","Gloomy, eerie setting of river, beacon, and gibbet prompts macabre imagery"
why_narrator_believes_a_frightenin/f05f67c9,Narrator believes a frightening possibility suggested by his own thought
why_earlier_threatening_encounter_/a0d61f69,Earlier threatening encounter with the horrible young man
why_narrator_is_already_looking_ar/a1f4a1f9,Narrator is already looking around and is highly alert from fear
why_movement_or_departure_of_the_h/6529db15,Movement or departure of the horrible young man draws their attention
why_narrator_anthropomorphizes_the/2b5e81cd,Narrator anthropomorphizes the cattle because they appear to react to the same figure
why_narrator’s_heightened_fear_and/4d3831a6,Narrator’s heightened fear and imagination
why_narrator_is_alarmed_by_earlier/79727831,Narrator is alarmed by earlier encounter and wants to know if the horrible young man is still nearby
why_horrible_young_man_has_moved_a/901130ca,Horrible young man has moved away or is out of sight
why_narrator’s_scan_of_the_area_re/098a5fa3,Narrator’s scan of the area reveals no presence
why_inability_to_see_the_horrible_/c8352ea2,Inability to see the horrible young man increases narrator’s sense of vulnerability
why_previous_terrifying_interactio/de3cc414,Previous terrifying interaction with the horrible young man
why_narrator’s_renewed_fear_drives/11f3b7e7,Narrator’s renewed fear drives him to seek safety at home
why_home_represents_safety_from_th/86ba489f,Home represents safety from the horrible young man
