:ID,factor
why_unnamed_man_moving_away_from_e/10cd0f9a,Unnamed man moving away from earlier location
why_need_to_get_past_the_low_churc/adc11d77,Need to get past the low church wall
why_unnamed_man’s_legs_are_numbed_/bbb5be5a,Unnamed man’s legs are numbed and stiff
why_unnamed_man_wants_to_check_on_/f1dec728,Unnamed man wants to check on narrator’s whereabouts
why_narrator_is_watching_the_man’s/a9924db2,Narrator is watching the man’s movements
why_narrator_sees_the_man_turning_/aa93c8df,Narrator sees the man turning to look for him
why_narrator’s_desire_to_return_ho/0f832c90,Narrator’s desire to return home and away from danger
why_narrator_wants_to_increase_dis/9e0bd0d4,Narrator wants to increase distance from the man
why_sense_of_fear_or_urgency_about/5daf940e,Sense of fear or urgency about the man
why_narrator_wants_to_check_what_t/d2b87291,Narrator wants to check what the man is doing
why_lingering_anxiety_about_the_ma/642efc6a,Lingering anxiety about the man
why_narrator_looks_over_his_should/5912e3fb,Narrator looks over his shoulder
why_man’s_posture_reflects_physica/ea202cb2,Man’s posture reflects physical discomfort or cold
why_narrator’s_continued_observati/025bafa5,Narrator’s continued observation of the man
"why_man’s_feet_are_sore,_making_ca/632157cd","Man’s feet are sore, making careful stepping necessary"
why_narrator_carefully_watching_th/5f4c865e,Narrator carefully watching the man’s progress
why_need_to_cross_marshy_ground_us/4e052a11,Need to cross marshy ground using stones as stepping-places
why_unnamed_man’s_sore_feet_requir/257910e3,Unnamed man’s sore feet require careful movement
why_marshes_become_difficult_to_cr/82e20203,Marshes become difficult to cross during heavy rain or high tide
why_abel_magwitch_departs_across_t/8bd860bb,Abel Magwitch departs across the marshes
why_pip’s_concern_and_curiosity_ab/ece176fb,Pip’s concern and curiosity about Abel Magwitch
why_pip_has_stopped_and_is_looking/17cf30b3,Pip has stopped and is looking outward after Abel Magwitch
why_low_light_and_atmospheric_cond/37bc8835,Low light and atmospheric conditions on the marshes
why_pip_is_already_surveying_the_l/c8e76ed7,Pip is already surveying the landscape after stopping
why_the_river_lies_beyond_or_along/395caf46,The river lies beyond or alongside the marshes in Pip’s view
why_pip_continues_to_look_around_a/d924692b,Pip continues to look around after watching Abel Magwitch leave
why_sunset_or_storm_conditions_pro/4ef46a51,Sunset or storm conditions produce red and black lines in the sky
why_pip’s_description_uses_words_l/7337dae3,Pip’s description uses words like 'black' and 'angry' for the scene
why_pip’s_recent_frightening_encou/eea5fc07,Pip’s recent frightening encounter with Abel Magwitch on the marshes
why_pip_is_looking_over_the_prospe/88cc694c,Pip is looking over the prospect from the edge of the river
why_pip_visually_discerns_and_iden/3c7b6b9d,Pip visually discerns and identifies the first black upright object
why_the_beacon_is_described_as_the/c6fc6cab,The beacon is described as the guide by which the sailors steered
why_pip_evaluates_the_look_of_the_/92f552d5,Pip evaluates the look of the beacon at close range
why_pip_visually_discerns_and_ment/196249a1,Pip visually discerns and mentally identifies the second upright object and recalls its history
why_the_man_is_already_in_motion_a/ac9f2b9e,The man is already in motion and continues limping in the direction of the gibbet
why_the_man’s_limping_toward_the_g/341b29fd,The man’s limping toward the gibbet with chains that once held a pirate prompts the association
why_pip_extends_the_metaphor_of_th/0c85c742,"Pip extends the metaphor of the man as the pirate, picturing the pirate descending"
why_pip_elaborates_his_vision_of_t/37c809e0,Pip elaborates his vision of the man-as-pirate returning to the gibbet
why_philip_pirrip_thinks_the_horri/75476ebd,Philip Pirrip thinks the horrible young man might harm him (implied from prior context)
why_association_of_his_thought_wit/ac758809,Association of his thought with danger or threat
why_prior_encounter_with_the_horri/0a6044d6,Prior encounter with the horrible young man (implied earlier in chapter)
why_observation_of_the_man_moving_/35fd9312,Observation of the man moving away (implied)
why_philip_pirrip_is_looking_aroun/dade4130,Philip Pirrip is looking around in his fear and awareness
why_philip_pirrip’s_heightened_vig/6be56e8e,Philip Pirrip’s heightened vigilance after his thought
why_movement_or_presence_of_the_ho/af55f019,Movement or presence of the horrible young man attracts attention
why_philip_pirrip’s_anxious_and_im/6b98e1cf,Philip Pirrip’s anxious and imaginative state of mind
why_cattle_are_visibly_reacting_by/b984e2b0,Cattle are visibly reacting by gazing after the man
why_philip_pirrip’s_fear_of_the_ho/c52918b7,Philip Pirrip’s fear of the horrible young man
why_philip_pirrip_wants_to_know_if/e56a6146,Philip Pirrip wants to know if the horrible young man is still nearby
why_the_horrible_young_man_has_mov/a71a9c4f,The horrible young man has moved out of sight
why_philip_pirrip’s_scanning_of_th/be27e10d,Philip Pirrip’s scanning of the surroundings reveals no presence
why_uncertainty_about_the_horrible/cf60b398,Uncertainty about the horrible young man’s whereabouts
why_prior_threatening_experience_w/29a6e925,Prior threatening experience with the horrible young man (implied earlier)
why_philip_pirrip’s_renewed_fear_a/2c625059,Philip Pirrip’s renewed fear and desire for safety
why_philip_pirrip’s_home_represent/44786d41,Philip Pirrip’s home represents safety from the horrible young man
